language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=0.27 s (636.6 files/s 175030.5 lines/s)"
Python,/tmp/flask/examples/celery/make_celery.py,1,0,3
Python,/tmp/flask/examples/javascript/js_example/__init__.py,2,0,3
Python,/tmp/flask/tests/test_apps/cliapp/importerrorapp.py,2,0,3
Python,/tmp/flask/tests/test_apps/cliapp/multiapp.py,1,0,3
Python,/tmp/httpx/httpx/__version__.py,0,0,3
Python,/tmp/httpx/tests/common.py,1,0,3
Python,/tmp/flask/src/flask/__main__.py,1,0,2
Python,/tmp/flask/tests/test_apps/cliapp/app.py,1,0,2
Python,/tmp/flask/tests/test_apps/cliapp/inner1/__init__.py,1,0,2
Python,/tmp/flask/tests/test_apps/cliapp/inner1/inner2/flask.py,1,0,2
Python,/tmp/flask/tests/test_apps/subdomaintestmodule/__init__.py,1,0,2
Python,/tmp/flask/tests/test_apps/helloworld/wsgi.py,0,0,1
SUM,,9693,7925,29674
